OBJECTID,SiteID,SiteName1,SiteName2,Region,SubRegion,Datum,Latitude,Longitude,SurveyYear,DateStart,DateFin,SpeciesID,NestPairs,Individuals,Eggs,LiveYoung,EmptyNests,Technique,ColSize,DataRef,ObserverID,LocDesc,GeorefPt,GazetteName,CorrespLoc,DataEntryPers,DateEntered,Notes
928,GI-290,Shoal Islands,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.9,-123.6666667,1990, , ,DCCO,44,,,,,Total Count,0,19,British Columbia Ministry of Environment,"Close to the Vancouver Island shore south of Chemainus, just north of the town of Crofton",,Yes,More than,williamsr,2008-05-29,SiteName1 - Source Document 'Crofton'
929,GI-290,Shoal Islands,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.9,-123.6666667,1991, , ,DCCO,78,,,,,Total Count,0,19,British Columbia Ministry of Environment,"Close to the Vancouver Island shore south of Chemainus, just north of the town of Crofton",,Yes,More than,williamsr,2008-05-29,SiteName1 - Source Document 'Crofton'
930,GI-290,Shoal Islands,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.9,-123.6666667,1992, , ,DCCO,74,,,,,Total Count,0,19,British Columbia Ministry of Environment,"Close to the Vancouver Island shore south of Chemainus, just north of the town of Crofton",,Yes,More than,williamsr,2008-05-29,SiteName1 - Source Document 'Crofton'
931,GI-290,Shoal Islands,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.9,-123.6666667,1993, , ,DCCO,74,,,,,Total Count,0,19,British Columbia Ministry of Environment,"Close to the Vancouver Island shore south of Chemainus, just north of the town of Crofton",,Yes,More than,williamsr,2008-05-29,SiteName1 - Source Document 'Crofton'
932,GI-290,Shoal Islands,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.9,-123.6666667,1994, , ,DCCO,75,,,,,Total Count,0,19,British Columbia Ministry of Environment,"Close to the Vancouver Island shore south of Chemainus, just north of the town of Crofton",,Yes,More than,williamsr,2008-05-29,SiteName1 - Source Document 'Crofton'
933,GI-290,Shoal Islands,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.9,-123.6666667,1995, , ,DCCO,71,,,,,Total Count,0,19,British Columbia Ministry of Environment,"Close to the Vancouver Island shore south of Chemainus, just north of the town of Crofton",,Yes,More than,williamsr,2008-05-29,SiteName1 - Source Document 'Crofton'
934,GI-290,Shoal Islands,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.9,-123.6666667,1999, , ,DCCO,83,,,,,Total Count,0,19,British Columbia Ministry of Environment,"Close to the Vancouver Island shore south of Chemainus, just north of the town of Crofton",,Yes,More than,williamsr,2008-05-29,SiteName1 - Source Document 'Crofton'
935,GI-290,Shoal Islands,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.9,-123.6666667,2000, , ,DCCO,104,,,,,Total Count,0,19,British Columbia Ministry of Environment,"Close to the Vancouver Island shore south of Chemainus, just north of the town of Crofton",,Yes,More than,williamsr,2008-05-29,SiteName1 - Source Document 'Crofton'
936,GI-310,Vesuvius Bay,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.88111111,-123.5733333,1986, , ,GWGU,4,,,,,Total Count,0,14,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,On the west side of Saltspring Island near the north end,(ferry dock),Yes,Complete,williamsr,2008-05-29,
937,GI-320,Ballingall Islets,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.90722222,-123.4594444,1986, , ,GWGU,145,,,,,Total Count,0,14,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"On the northeast side of Trincomali Channel, off the mid-southwest side of Galiano Island, northwest of Wise Island",,Yes,Complete,williamsr,2008-05-29,
938,GI-320,Ballingall Islets,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.90722222,-123.4594444,1987,5/Jun/87,23/Jun/87,BLOY,1,,,,,Total count,0,16,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"On the northeast side of Trincomali Channel, off the mid-southwest side of Galiano Island, northwest of Wise Island",,Yes,Complete,williamsr,2008-05-29,
939,GI-320,Ballingall Islets,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.90722222,-123.4594444,1987, , ,DCCO,25,,,,,Total Count,0,17,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"On the northeast side of Trincomali Channel, off the mid-southwest side of Galiano Island, northwest of Wise Island",,Yes,Complete,williamsr,2008-05-29,
940,GI-320,Ballingall Islets,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.90722222,-123.4594444,1987, , ,PECO,2,,,,,Total Count,0,17,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"On the northeast side of Trincomali Channel, off the mid-southwest side of Galiano Island, northwest of Wise Island",,Yes,Complete,williamsr,2008-05-29,
941,GI-320,Ballingall Islets,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.90722222,-123.4594444,1987, , ,PIGU,,13,,,,Total Count,0,15,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"On the northeast side of Trincomali Channel, off the mid-southwest side of Galiano Island, northwest of Wise Island",,Yes,Complete,williamsr,2008-05-29,
942,GI-320,Ballingall Islets,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.90722222,-123.4594444,2000, , ,DCCO,0,,,,,Total Count,0,19,British Columbia Ministry of Environment,"On the northeast side of Trincomali Channel, off the mid-southwest side of Galiano Island, northwest of Wise Island",,Yes,Complete,williamsr,2008-05-29,
943,GI-320,Ballingall Islets,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.90722222,-123.4594444,2000, , ,PECO,0,,,,,Total Count,0,19,British Columbia Ministry of Environment,"On the northeast side of Trincomali Channel, off the mid-southwest side of Galiano Island, northwest of Wise Island",,Yes,Complete,williamsr,2008-05-29,
944,GI-320,Ballingall Islets,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.90722222,-123.4594444,2005,16/Jun/05,16/Jun/05,BLOY,1,,,,,Total count,0,52,Parks Canada - Gulf Islands National Park,"On the northeast side of Trincomali Channel, off the mid-southwest side of Galiano Island, northwest of Wise Island",,Yes,Complete,williamsr,2008-05-29,
945,GI-330,Galiano Island - Central Cliffs,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.91194444,-123.4313889,1978, , ,GWGU,1,,,,,Total Count,0,11,Royal British Columbia Provincial Museum,"Central southwest side of Galiano Island, north of Charles Island",,Yes,Part of,williamsr,2008-05-29,SiteName1 - Source Document 'Galiano Cliffs Central'
946,GI-330,Galiano Island - Central Cliffs,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.91194444,-123.4313889,1987, , ,PECO,72,,,,,Total Count,0,17,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Central southwest side of Galiano Island, north of Charles Island",,Yes,Part of,williamsr,2008-05-29,SiteName1 - Source Document 'Galiano Cliffs Central'
947,GI-330,Galiano Island - Central Cliffs,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.91194444,-123.4313889,1987, , ,PIGU,,27,,,,Total Count,0,15,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Central southwest side of Galiano Island, north of Charles Island",,Yes,Part of,williamsr,2008-05-29,SiteName1 - Source Document 'Galiano Cliffs Central'
948,GI-330,Galiano Island - Central Cliffs,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.91194444,-123.4313889,2000, , ,DCCO,14,,,,,Total Count,0,19,British Columbia Ministry of Environment,"Central southwest side of Galiano Island, north of Charles Island",,Yes,Part of,williamsr,2008-05-29,SiteName1 - Source Document 'Galiano Cliffs Central'
949,GI-330,Galiano Island - Central Cliffs,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.91194444,-123.4313889,2000, , ,PECO,11,,,,,Total Count,0,19,British Columbia Ministry of Environment,"Central southwest side of Galiano Island, north of Charles Island",,Yes,Part of,williamsr,2008-05-29,SiteName1 - Source Document 'Galiano Cliffs Central'
950,GI-340,"""Wise"" Rock",,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.89777778,-123.4388889,1978, , ,GWGU,0,,,,,Total Count,0,11,Royal British Columbia Provincial Museum,Southeast of Wise Island west of Montague Harbour,,No,None,williamsr,2008-05-29,
951,GI-340,"""Wise"" Rock",,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.89777778,-123.4388889,1987,5/Jun/87,23/Jun/87,BLOY,1,,,,,Total count,0,16,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,Southeast of Wise Island west of Montague Harbour,,No,None,williamsr,2008-05-29,
952,GI-340,"""Wise"" Rock",,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.89777778,-123.4388889,2005,16/Jun/05,16/Jun/05,BLOY,1,,0,0,,Total count,0,52,Parks Canada - Gulf Islands National Park,Southeast of Wise Island west of Montague Harbour,,No,None,williamsr,2008-05-29,"SiteName1 - Source Document ''Turtle Island', Parker I' "
953,GI-350,Charles Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.90138889,-123.435,1977, , ,DCCO,0,,,,,Total Count,0,12,Royal British Columbia Provincial Museum,Northwest of Parker Island off the southwest side of Galiano Island,,Yes,Complete,williamsr,2008-05-29,
954,GI-350,Charles Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.90138889,-123.435,1977, , ,PECO,0,,,,,Total Count,0,12,Royal British Columbia Provincial Museum,Northwest of Parker Island off the southwest side of Galiano Island,,Yes,Complete,williamsr,2008-05-29,
955,GI-360,Parker Island - Cliffs,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.8825,-123.4138889,1977, , ,PIGU,,4,,,,Total Count,0,12,Royal British Columbia Provincial Museum,Southwest side of Parker Island west of Montague Harbour,,Yes,Part of,williamsr,2008-05-29,SiteName1 - Source Document 'Parker Island'
956,GI-370,Galiano Island - South Cliffs,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.86944444,-123.3897222,1978, , ,GWGU,0,,,,,Total Count,0,11,Royal British Columbia Provincial Museum,Just southeast of Phillimore Point,,Yes,Part of,williamsr,2008-05-29,SiteName1 - Source Document 'Galiano Cliffs South'
957,GI-370,Galiano Island - South Cliffs,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.86944444,-123.3897222,1987, , ,PIGU,,10,,,,Total Count,0,"11,15",Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,Just southeast of Phillimore Point,,Yes,Part of,williamsr,2008-05-29,SiteName1 - Source Document 'Galiano Cliffs South'
958,GI-380,Lion Islets,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.90027778,-123.335,1986, , ,GWGU,1,,,,,Total Count,0,14,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Off the northeast side of Galiano Island, southeast of Salamanca Point, northwest of Gossip Island",,Yes,Complete,williamsr,2008-05-29,
959,GI-390,"""Gossip"" Rock",,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.8925,-123.3291667,1986, , ,GWGU,1,,,,,Total Count,0,14,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,Off the northwest corner of Gossip Island at the mouth of Whaler Bay at the east end of Galiano Island,,No,None,williamsr,2008-05-29,SiteName1 - Source Document 'Gossip Island'
960,GI-400,Galiano Island - Active Pass,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.8625,-123.3305556,1987, , ,PECO,0,,,,,Total Count,0,19,British Columbia Ministry of Environment,In Active Pass between Mary Anne Point and Georgeson Bay,,Yes,Part of,williamsr,2008-05-29,SiteName1 - Source Document 'Galiano Cliffs Active Pass'
961,GI-400,Galiano Island - Active Pass,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.8625,-123.3305556,1987, , ,PIGU,,15,,,,Total Count,0,15,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,In Active Pass between Mary Anne Point and Georgeson Bay,,Yes,Part of,williamsr,2008-05-29,SiteName1 - Source Document 'Galiano Cliffs Active Pass'
962,GI-400,Galiano Island - Active Pass,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.8625,-123.3305556,2000, , ,PECO,0,,,,,Total Count,0,19,British Columbia Ministry of Environment,In Active Pass between Mary Anne Point and Georgeson Bay,,Yes,Part of,williamsr,2008-05-29,SiteName1 - Source Document 'Galiano Cliffs Active Pass'
963,GI-410,"""Long Harbour"" Islet",,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.84527778,-123.4263889,1978, , ,PIGU,,2,,,,Total Count,0,"11,15",Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,Near the mouth of Long Harbour on the west side of Nose Point,,No,None,williamsr,2008-05-29,SiteName1 - Source Document 'Long Harbour'
964,GI-410,"""Long Harbour"" Islet",,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.84527778,-123.4263889,1986, , ,GWGU,6,,,,,Total Count,0,"11,14",Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,Near the mouth of Long Harbour on the west side of Nose Point,,No,None,williamsr,2008-05-29,SiteName1 - Source Document 'Long Harbour'
965,GI-420,Chain Islands,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.8375,-123.4538889,1978, , ,GWGU,16,,,,,Total Count,0,"11,14",Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"In Ganges Harbour, Saltspring Island",(Second Sister),Yes,Complete,williamsr,2008-05-29,
966,GI-420,Chain Islands,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.8375,-123.4538889,1978, , ,PECO,0,,,,,Total Count,0,"11,17",Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"In Ganges Harbour, Saltspring Island",(Second Sister),Yes,Complete,williamsr,2008-05-29,
967,GI-420,Chain Islands,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.8375,-123.4538889,1987, , ,DCCO,0,,,,,Total Count,0,"17,19",Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"In Ganges Harbour, Saltspring Island",(Second Sister),Yes,Complete,williamsr,2008-05-29,
968,GI-420,Chain Islands,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.8375,-123.4538889,1987, , ,PIGU,,4,,,,Total Count,0,15,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"In Ganges Harbour, Saltspring Island",(Second Sister),Yes,Complete,williamsr,2008-05-29,
969,GI-420,Chain Islands,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.8375,-123.4538889,2000, , ,DCCO,0,,,,,Total Count,0,19,British Columbia Ministry of Environment,"In Ganges Harbour, Saltspring Island",(Second Sister),Yes,Complete,williamsr,2008-05-29,
970,GI-430,Annette Inlet,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.82583333,-123.3911111,1988, , ,DCCO,25,,,,,Partial Count,0,11,Royal British Columbia Provincial Museum,"Southwest side of Prevost Island, directly opposite Long Harbour on Saltspring Island",,Yes,None,williamsr,2008-05-29,
971,GI-440,Red Islets,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.81611111,-123.3561111,1978,15/Apr/78,31/Jul/78,BLOY,1,,,,,Total count,0,11,Royal British Columbia Provincial Museum,"Southeast end of Prevost Island, off point between Diver Bay and Ellen Bay",,Yes,Complete,williamsr,2008-05-29,
972,GI-440,Red Islets,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.81611111,-123.3561111,1978, , ,DCCO,0,,,,,Total Count,0,11,Royal British Columbia Provincial Museum,"Southeast end of Prevost Island, off point between Diver Bay and Ellen Bay",,Yes,Complete,williamsr,2008-05-29,
973,GI-440,Red Islets,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.81611111,-123.3561111,1978, , ,GWGU,1,,,,,Total Count,0,11,Royal British Columbia Provincial Museum,"Southeast end of Prevost Island, off point between Diver Bay and Ellen Bay",,Yes,Complete,williamsr,2008-05-29,
974,GI-440,Red Islets,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.81611111,-123.3561111,2005,16/Jun/05,16/Jun/05,BLOY,0,,0,0,,Total count,0,52,Parks Canada - Gulf Islands National Park,"Southeast end of Prevost Island, off point between Diver Bay and Ellen Bay",,Yes,Complete,williamsr,2008-05-29,
975,GI-450,Prevost Island - South Cliffs,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.81277778,-123.375,1978, , ,GWGU,3,,,,,Total Count,0,11,Royal British Columbia Provincial Museum,"Southwest side of Prevost Island, cliffs between Glenthorne Point and Point Liddell",,Yes,Part of,williamsr,2008-05-29,
976,GI-450,Prevost Island - South Cliffs,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.81277778,-123.375,1978, , ,PECO,0,,,,,Total Count,0,11,Royal British Columbia Provincial Museum,"Southwest side of Prevost Island, cliffs between Glenthorne Point and Point Liddell",,Yes,Part of,williamsr,2008-05-29,
977,GI-450,Prevost Island - South Cliffs,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.81277778,-123.375,1987, , ,PIGU,,2,,,,Total Count,0,15,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Southwest side of Prevost Island, cliffs between Glenthorne Point and Point Liddell",,Yes,Part of,williamsr,2008-05-29,SiteName1 - Source Document 'Liddell Cliffs'
978,GI-460,Channel Islands,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.79944444,-123.3841667,1978,15/Apr/78,31/Jul/78,BLOY,1,,,,,Total count,0,11,Royal British Columbia Provincial Museum,Mid-channel between Yeo Point on Saltspring Island and Point Liddell on Prevost Island,,Yes,Complete,williamsr,2008-05-29,
