location_name,location_index,location_midpoint_lng,location_midpoint_lat,location_comments,survey_start_year,survey_start_month,survey_start_day,survey_end_year,survey_end_month,survey_end_day,survey_time,survey_comments,personnel_list,sponsor_list,document_list,species_common_name,species_abundance,site_use,data_quality,breeding_individuals,total_individuals,count_conversions,best_current_value,status_record_comments,,,,,,,,,,,,,,
Brother Islands,AK Map 27 Site 25,-158.83632,55.92702,"For historicial use, data subdivided - (027 039 & 040).",1973,6,7,1973,6,7,,,"Edgar Bailey, George Divoky, Leroy Sowl",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Unspecified,Poor,,45000,,TRUE,,,,,,,,,,,,,,,
Brothers Islands (Eastern),AK Map 27 Site 40,-158.82329,55.92309,,1979,7,,1979,7,,,,"Edgar Bailey, Nina Faust",,"Bailey, E.P. and N.H. Faust. 1981. Summer distribution and abundance of marine birds and mammals between Mitrofania and Sutwik Islands south of the Alaska Peninsula",Tufted Puffin,Unspecified,Breeding,Fair,6000,,2x census data value,TRUE,,,,,,,,,,,,,,,
Brothers Islands (Western),AK Map 27 Site 39,-158.85279,55.92939,,1979,7,,1979,7,,,,"Edgar Bailey, Nina Faust",,"Bailey, E.P. and N.H. Faust. 1981. Summer distribution and abundance of marine birds and mammals between Mitrofania and Sutwik Islands south of the Alaska Peninsula",Tufted Puffin,Unspecified,Breeding,Fair,900,,2x census data value,FALSE,,,,,,,,,,,,,,,
Brothers Islands (Western),AK Map 27 Site 39,-158.85279,55.92939,,1990,5,28,1990,5,28,,Aerial survey with helicopter.,"Donna Dewherst <donna_dewherst@fws.gov>, Gregory Thomson <greg_thomson@fws.gov>",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Fair,,200,"Observer's data were ""Greater than N"" or ""At least N"".  Catalog data are N.",TRUE,Minimum estimate flying and on water.,,,,,,,,,,,,,,
Brown Mountain,AK Map 50 Site 20,-150.85941,59.33499,,1976,6,19,1976,7,14,,Entire census conducted 19 June to 14 July 1976.,Edgar Bailey,,"Bailey, E.P.. 1976. Breeding seabird distribution and abundance along the south side of the Kenai Peninsula, Alaska",Tufted Puffin,Unspecified,Breeding,Fair,20,,2x census data value,TRUE,,,,,,,,,,,,,,,
Bruin Bay Islands,AK Map 51 Site 11,-154.00079,59.36109,,1978,,,1978,,,,,"Paul Arneson, James Butcher",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding and Roosting,Fair,,25,Literal (equal to census data value),TRUE,Counted 6 burrows. Observer adjusted for better estimate.,,,,,,,,,,,,,,
Buldir Island,AK Map 14 Site 1,175.91562,52.3333,,1976,7,,1976,7,,,,"G Byrd <vernon_byrd@fws.gov>, Robert Day",,"Byrd, G.V. and R.H. Day. 1986. The avifauna of Buldir Island, Aleutian Islands, Alaska",Tufted Puffin,Unspecified,Breeding,Fair,20000,,2x census data value,TRUE,,,,,,,,,,,,,,,
Buldir Island,AK Map 14 Site 1,175.91562,52.3333,,1979,6,23,1979,6,23,,,"Jonathan Beall, Tom Early, Bill Henry, Andrew Taber",,"Early, T.J.. 1980. Results of bird and mammal surveys of the western Aleutians, summer 1979",Tufted Puffin,Unspecified,Breeding,Fair,,10600,,FALSE,,,,,,,,,,,,,,,
Bull Seal,AK Map 56 Site 11,-172.91029,60.5275,,1977,6,29,1977,6,29,,,"Tony DeGange <tdegange@usgs.gov>, Arthur Sowls",,"DeGange, A.R. and A.L. Sowls. 1978. A faunal reconnaissance of the Bering Sea National Wildlife Refuge, 26 June - 27 July, 1977",Tufted Puffin,Unspecified,Breeding,Fair,,30,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
Burr Point,AK Map 51 Site 30,-153.42555,59.41817,,1978,,,1978,,,,,Paul Arneson,,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding and Roosting,Fair,,375,Literal (equal to census data value),TRUE,Counted 325 birds. Observer adjusted for better estimate.,,,,,,,,,,,,,,
Buyan Island,AK Map 25 Site 10,-162.08829,54.87609,,1973,6,19,1973,6,19,,,"Edgar Bailey, George Divoky, Leroy Sowl",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Unspecified,Poor,,4000,"Observer's data were ""Greater than N"" or ""At least N"".  Catalog data are N.",FALSE,,,,,,,,,,,,,,,
Buyan Island,AK Map 25 Site 10,-162.08829,54.87609,,1978,,,1978,,,,,"Edgar Bailey, Nina Faust",,"Bailey, E.P. and N.H. Faust. 1980. Summer distribution and abundance of marine birds and mammals in the Sandman Reefs, Alaska",Tufted Puffin,Unspecified,Breeding,Fair,1200,,2x census data value,TRUE,,,,,,,,,,,,,,,
Callisto Head,AK Map 49 Site 11,-149.46536,59.91824,,1969,,,1969,,,,,Boyd Shaffer,,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Poor,,,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
Calm Point,AK Map 39 Site 14,-161.07943,58.55097,,1977,7,9,1977,7,9,,"This data re-entered 11/3/93, possibly deleted by mistake.","Paul Arneson, David Mcdonald",,"Arneson, P.D.. 1977. Identification, documentation and delineation of coastal migratory bird habitat in Alaska",Tufted Puffin,Unspecified,Unspecified,Fair,,12,Literal (equal to census data value),TRUE,5 counted.,,,,,,,,,,,,,,
Calm Point,AK Map 39 Site 14,-161.07943,58.55097,,1983,7,29,1983,8,3,,Author separates this into two colonies:  Calm Point and an Islet North of Calm Point.  The map location depicted in this database is likely the islet as Calm Point is approximately 600 meters south southeast of this location.,,USFWS AMNWR,"Bailey, E. P.. 1983. Reindeer and Seabird Survey of Hagemeister Island, Alaska",Tufted Puffin,Unspecified,Breeding,Good,,40,Literal (equal to census data value),TRUE,All birds counted at Calm Point.,,,,,,,,,,,,,,
Cape Aklek,AK Map 35 Site 10,-155.58411,57.66999,,1999,7,22,1999,7,22,,,"Robert Blush, Susan Savage <susan_savage@fws.gov>, Melanie Spies",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Present,Breeding and Roosting,Fair,,19,Literal (equal to census data value),TRUE,Count of birds on water and rocks.,,,,,,,,,,,,,,
Cape Darby,AK Map 95 Site 9,-162.78329,64.3306,,1976,8,1,1976,8,1,,,William Drury,,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Unspecified,Fair,,52,,TRUE,,,,,,,,,,,,,,,
Cape Deceit,AK Map 113 Site 4,-162.74279,66.0997,,1973,6,27,1973,6,27,,,"James Bartonek, David Cline",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Present,Breeding,Poor,,,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
"Cape Denbigh, North",AK Map 96 Site 4,-161.52639,64.4128,,1973,6,23,1973,6,23,,,"James Bartonek, David Cline",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Unknown,,,Literal (equal to census data value),FALSE,,,,,,,,,,,,,,,
"Cape Denbigh, North",AK Map 96 Site 4,-161.52639,64.4128,,1976,8,1,1976,8,1,,,William Drury,,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Unspecified,Fair,,3,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
"Cape Denbigh, South",AK Map 96 Site 3,-161.52892,64.38279,,1973,6,23,1973,6,23,,,"James Bartonek, David Cline",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Unknown,,,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
Cape Douglas,AK Map 43 Site 178,-153.2543,58.85585,,1993,6,27,1993,7,2,,Census period 27 June - 2 July 1993.,"Paul Gibson, Richard Potts, Dick Sellers",,"Potts, R.R.. 1993. 1993 coastal seabird and sea mammal monitoring report, Katmai National Park and Preserve, Alaska",Tufted Puffin,Unspecified,Breeding,Poor,,30,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
Cape Dyer,AK Map 129 Site 12,-166.22499,68.6533,,1977,,,1977,,,,,"David Roseneau, Alan Springer",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Fair,4,,2x census data value,TRUE,1-2 pair.,,,,,,,,,,,,,,
Cape Fairfield,AK Map 49 Site 13,-148.85116,59.92627,,1963,5,17,1963,5,17,,,M. Isleib,,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Poor,,100,,TRUE,,,,,,,,,,,,,,,
Cape Gull,AK Map 42 Site 8,-154.14467,58.21519,,1973,5,31,1973,5,31,,,Leroy Sowl,,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Unspecified,Unknown,,,Literal (equal to census data value),FALSE,,,,,,,,,,,,,,,
Cape Gull,AK Map 42 Site 8,-154.14467,58.21519,,1981,7,1,1981,7,22,,"Portage Bay to Kamishak Bay census period July 1-22, 1981. Numbers are of entire Cape Gull area (Site #'s 007 & 008)","Edgar Bailey, Nina Faust",,"Bailey, E.P. and N.H. Faust. 1984. Distribution and abundance of marine birds breeding between Amber and Kamishak Bays, Alaska, with notes on interactions with bears",Tufted Puffin,Unspecified,Breeding,Fair,100,,2x census data value,FALSE,Minimal indice.,,,,,,,,,,,,,,
Cape Gull,AK Map 42 Site 8,-154.14467,58.21519,,1988,8,7,1988,8,7,,1988 field #11 (08).,"Barbara Blackie, James Litch",,"Litch, J.A., and B.A. Blackie. 1988. 1988 coastal seabird colony monitoring program, Katmai National Park and Preserve, Alaska",Tufted Puffin,Present,Unspecified,Poor,,,Manager adjusted observer's data another way.  (See footnote.),FALSE,Observed 1 bird.,,,,,,,,,,,,,,
Cape Gull,AK Map 42 Site 8,-154.14467,58.21519,,1989,6,26,1989,8,26,,"Census conducted from June 26 through August 26, 1989. Field #08.","Heidi Herendeen, Christian Martin",,"Martin, C.J.. 1989. Inventory of coastal seabirds in Katmai National Park and Preserve during 1989",Tufted Puffin,Present,Breeding,Fair,26,,2x census data value,TRUE,Minimum estimate.,,,,,,,,,,,,,,
Cape Hinchinbrook,AK Map 64 Site 5,-146.65635,60.24682,,1972,7,22,1972,7,22,,,M. Isleib,,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Unknown,150,,2x census data value,FALSE,,,,,,,,,,,,,,,
Cape Hinchinbrook,AK Map 64 Site 5,-146.65635,60.24682,,1976,5,25,1976,5,25,,,"Eric Knudtson, David Nysewander",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Fair,30,,2x census data value,TRUE,,,,,,,,,,,,,,,
Cape Hinchinbrook,AK Map 64 Site 5,-146.65635,60.24682,,1977,6,28,1977,6,28,,,"Carl Benz, Mary Sangster",,"Sangster, M.E., C.T. Benz, and D.J. Kurhajec. 1978. Reproductive ecology of seabirds at Hinchinbrook Island and a census of seabirds at selected sites in Prince William Sound, 1977",Tufted Puffin,Unspecified,Breeding,Poor,,9,,FALSE,,,,,,,,,,,,,,,
Cape Hinchinbrook,AK Map 64 Site 5,-146.65635,60.24682,,2000,7,18,2000,7,18,,By boat 100-150 m offshore.,"Jon Nickles, Marian Snively, Shawn Stephensen",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Present,Unspecified,Good,,4,Literal (equal to census data value),FALSE,,,,,,,,,,,,,,,
Cape Horn Rock,AK Map 1 Site 4,-133.55001,54.8472,,1914,,,1914,,,,,George Willet,,"Willett, G.. 1915. Summer birds of Forrester Island, Alaska",Tufted Puffin,Unspecified,Breeding,Unknown,,,Literal (equal to census data value),FALSE,Est. for Forrester and adj. Is. = 70000 tufted puffins.,,,,,,,,,,,,,,
Cape Horn Rock,AK Map 1 Site 4,-133.55001,54.8472,,1976,,,1976,,,,,"Tony DeGange <tdegange@usgs.gov>, Earl Possardt",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding and Roosting,Poor,300,,2x census data value,TRUE,100-200 pair estimated.,,,,,,,,,,,,,,
Cape Igvak Islands,AK Map 36 Site 9,-156.08688,57.4289,,1999,7,26,1999,7,26,,,"Robert Blush, Susan Savage <susan_savage@fws.gov>, Melanie Spies",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Present,Unspecified,Poor,,7,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
Cape Ilktugitak,AK Map 42 Site 2,-154.57039,58.02454,,1973,6,1,1973,6,1,,,Leroy Sowl,,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Unspecified,Poor,,1000,,FALSE,,,,,,,,,,,,,,,
Cape Ilktugitak,AK Map 42 Site 2,-154.57039,58.02454,,1988,7,29,1988,7,29,,1988 field #3.,"Barbara Blackie, James Litch",,"Litch, J.A., and B.A. Blackie. 1988. 1988 coastal seabird colony monitoring program, Katmai National Park and Preserve, Alaska, U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files",Tufted Puffin,Unspecified,Unspecified,Fair,,,,FALSE,"Not mentioned by observer, but previous nesting site.",,,,,,,,,,,,,,
Cape Ilktugitak,AK Map 42 Site 2,-154.57039,58.02454,,1994,6,21,1994,6,21,,"Estimated mean from 3 observers, counts within 5-10%.","Buddy Goatcher, Richard Potts, Dennis Zwiefelhofer",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Present,Unspecified,Fair,,18,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
Cape Junken,AK Map 49 Site 12,-148.6283,59.91829,,1963,5,17,1963,5,17,,,M. Isleib,,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Poor,,30,,TRUE,,,,,,,,,,,,,,,
Cape Karluk,AK Map 35 Site 20,-154.51419,57.57499,,1976,8,11,1976,8,11,,,"David Frazer, Arthur Sowls",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Fair,,400,,FALSE,,,,,,,,,,,,,,,
Cape Karluk,AK Map 35 Site 20,-154.51419,57.57499,,2002,6,20,2002,6,20,,,"Leslie Slater, Shawn Stephensen",,"Stephensen, S.W., D.C. Zwiefelhofer, and L. Slater. 2003. Seabird colony survey of north and west Kodiak Island, Alaska, June 2002",Tufted Puffin,Present,Breeding and Roosting,Fair,,211,Literal (equal to census data value),TRUE,Count includes 60 birds offshore.,,,,,,,,,,,,,,
Cape Kiavak,AK Map 33 Site 1,-153.53809,56.99308,,2001,6,21,2001,6,21,,,"Rebecca Howard, Shawn Stephensen, Dennis Zwiefelhofer",,"Stephensen, S.W., D.C. Zwiefelhofer, R.J. Howard. 2002. Seabird colony survey of south and east Kodiak Island, Alaska, June 2001",Tufted Puffin,Present,Breeding,Fair,,71,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
Cape Kilokak,AK Map 36 Site 5,-156.32775,57.1749,,1973,6,3,1973,6,3,,,Leroy Sowl,,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Unspecified,Poor,,1300,,FALSE,,,,,,,,,,,,,,,
Cape Kilokak,AK Map 36 Site 5,-156.32775,57.1749,,1980,6,17,1980,7,13,,"Jute Bay to Amber Bay census period June 17 to July 13, 1980.","Edgar Bailey, Nina Faust",,"Bailey, E.P. and N.H. Faust. 1984. Distribution and abundance of marine birds breeding between Amber and Kamishak Bays, Alaska, with notes on interactions with bears",Tufted Puffin,Unspecified,Breeding,Fair,140,,2x census data value,FALSE,,,,,,,,,,,,,,,
Cape Kitnik,AK Map 93 Site 21,-170.0641,63.55818,"For historical data see site #'s 7, 20 & 22.",1996,7,20,1996,7,20,,Censused from 17ft inflatable 20-30 meters offshore. Cliffs divided into sections for easier counting.,"Spring Chesley, Gladys Pungowiyi, Caleb Pungowiyi, Benjamin Pungowiyi, Wells Stephensen, Shawn Stephensen, Cana Welm",,"Stephensen, S.W., C. Pungowiyi, and V.M. Mendenhall. 1998. A seabird survey of Saint Lawrence Island, Alaska 1996-1997, U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files",Tufted Puffin,Present,Breeding,Fair,,19,"Observer's data were ""Greater than N"" or ""At least N"".  Catalog data are N.",TRUE,Minimum count.,,,,,,,,,,,,,,
Cape Lewis,AK Map 129 Site 14,-166.19033,68.70885,,1977,,,1977,,,,,"David Roseneau, Alan Springer",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Fair,4,,2x census data value,TRUE,1-2 pair.,,,,,,,,,,,,,,
Cape Lisburne,AK Map 129 Site 17,-166.21711,68.8752,,1977,,,1977,,,,,"David Roseneau, Alan Springer",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Unspecified,Fair,,20,Literal (equal to census data value),TRUE,"Counted 11 birds, observer adjusted for better est.",,,,,,,,,,,,,,
Cape Lutke,AK Map 24 Site 13,-164.33808,54.4825,,1973,6,25,1973,6,25,,,"Edgar Bailey, G Byrd <vernon_byrd@fws.gov>, George Divoky, Gordon Watson",,"Byrd, G.V.. 1973. Expedition to Bogoslof and Amak Islands with notes on other eastern Aleutian Islands: June 24- July 8, 1973",Tufted Puffin,Rare,Breeding and Roosting,Fair,,,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
Cape Mordvinof,AK Map 24 Site 8,-164.46921,54.91959,,1976,6,5,1976,6,5,,,"James Bartonek, Gerald Sanger, Arthur Sowls",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Present,Breeding and Roosting,Poor,,,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
Cape Morgan,AK Map 23 Site 51,-166.04234,54.04593,,1980,6,6,1980,6,6,,,"Douglas Forsell, Jeffery Kogan, David Nysewander, Donald Shields",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Unspecified,Poor,1000,,2x census data value,TRUE,Burrows estimated.,,,,,,,,,,,,,,
Cape Myaughee,AK Map 93 Site 5,-170.21968,63.6547,Native name for colony--Mahok.,1996,7,2,1996,7,12,,Censused July 2 & 12 from 17ft inflatable 20-50 meters offshore. Cliffs divided into sections for easier counting.,"Edgar Bailey, Spring Chesley, Nina Faust, Vivian Mendenhall, Benjamin Pungowiyi, Caleb Pungowiyi, Henry Pungowiyi, Shawn Stephensen",,"Stephensen, S.W., C. Pungowiyi, and V.M. Mendenhall. 1998. A seabird survey of Saint Lawrence Island, Alaska 1996-1997, U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files",Tufted Puffin,Present,Breeding,Fair,,286,"Observer's data were ""Greater than N"" or ""At least N"".  Catalog data are N.",TRUE,Minimum count.,,,,,,,,,,,,,,
Cape Pankof,AK Map 25 Site 22,-163.05659,54.6617,,1973,6,24,1973,6,24,,,G Byrd <vernon_byrd@fws.gov>,,"Byrd, G.V.. 1973. Expedition to Bogoslof and Amak Islands with notes on other eastern Aleutian Islands: June 24- July 8, 1973",Tufted Puffin,Rare,Breeding,Poor,,,Literal (equal to census data value),TRUE,Few.,,,,,,,,,,,,,,
Cape Peirce,AK Map 39 Site 10,-161.73292,58.55857,,1973,7,14,1973,7,14,,,"James Bartonek, George Divoky",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Unspecified,Fair,,61,,FALSE,,,,,,,,,,,,,,,
