ID,USFWSGroupedColonyCode,USFWSColonyCode,CCN,ColonyName,SubColonyName,FullColonyName,County,ColonyType,LocationComments,Longitude,Latitude,Island,Jurisdiction,SubRegion
510,404-030,404-030-07,,Gerstle Cove to Stillwater Cove,7,Gerstle Cove to Stillwater Cove-7,Sonoma,Subcolony,,-123.30515600000,38.54707100030,,BLM,Northern California
511,404-030,404-030-99,,Gerstle Cove to Stillwater Cove,99,Gerstle Cove to Stillwater Cove Centroid,Sonoma,"Colony, centroid of subcolonies",,-123.31341200000,38.55019600030,,,Northern California
512,404-031,404-031-01,,Bench Mark 125 to Timber Cove,1,Bench Mark 125 to Timber Cove-1,Sonoma,Subcolony,,-123.29719100000,38.54258900020,,BLM,Northern California
513,404-031,404-031-02,,Bench Mark 125 to Timber Cove,2,Bench Mark 125 to Timber Cove-2,Sonoma,Subcolony,,-123.29472500000,38.54312000010,,,Northern California
514,404-031,404-031-03,,Bench Mark 125 to Timber Cove,3,Bench Mark 125 to Timber Cove-3,Sonoma,Subcolony,,-123.29036800000,38.54033599970,,,Northern California
515,404-031,404-031-04,,Bench Mark 125 to Timber Cove,4,Bench Mark 125 to Timber Cove-4,Sonoma,Subcolony,,-123.28356600000,38.53525499980,,BLM,Northern California
516,404-031,404-031-05,,Bench Mark 125 to Timber Cove,5,Bench Mark 125 to Timber Cove-5,Sonoma,Subcolony,,-123.27931500000,38.53491500010,,,Northern California
517,404-031,404-031-06,,Bench Mark 125 to Timber Cove,6,Bench Mark 125 to Timber Cove-6,Sonoma,Subcolony,,-123.27969800000,38.53391600000,,BLM,Northern California
518,404-031,404-031-07,,Bench Mark 125 to Timber Cove,7,Bench Mark 125 to Timber Cove-7,Sonoma,Subcolony,,-123.27923000000,38.53266199970,,,Northern California
519,404-031,404-031-99,,Bench Mark 125 to Timber Cove,99,Bench Mark 125 to Timber Cove Centroid,Sonoma,"Colony, centroid of subcolonies",,-123.29018700000,38.53473300020,,,Northern California
520,404-032,404-032-01,,Northwest Cape Rocks,1,Northwest Cape Rocks-1,Sonoma,Subcolony,,-123.26066500000,38.51662000000,,,Northern California
521,404-032,404-032-02,,Northwest Cape Rocks,2,Northwest Cape Rocks-2,Sonoma,Subcolony,,-123.26183300000,38.51501400000,,BLM,Northern California
522,404-032,404-032-99,,Northwest Cape Rocks,99,Northwest Cape Rocks Centroid,Sonoma,"Colony, centroid of subcolonies",,-123.26247500000,38.51623999980,,,Northern California
523,404-033,404-033-01,SO-382-08,Russian Gulch,1,Russian Gulch-1,Sonoma,Subcolony,,-123.18244200000,38.48261199980,,BLM,Northern California
524,404-033,404-033-02,SO-382-08,Russian Gulch,2,Russian Gulch-2,Sonoma,Subcolony,,-123.17240200000,38.47637600020,,BLM,Northern California
525,404-033,404-033-03,SO-382-08,Russian Gulch,3,Russian Gulch-3,Sonoma,Subcolony,,-123.16476500000,38.47022699990,,,Northern California
526,404-033,404-033-04,SO-382-08,Russian Gulch,4,Russian Gulch-4,Sonoma,Subcolony,,-123.16413600000,38.46922499990,,BLM,Northern California
527,404-033,404-033-05,SO-382-08,Russian Gulch,5,Russian Gulch-5,Sonoma,Subcolony,,-123.15506800000,38.46430599990,,,Northern California
528,404-033,404-033-06,SO-382-08,Russian Gulch,6,Russian Gulch-6,Sonoma,Subcolony,,-123.15283700000,38.46327600020,,,Northern California
529,404-033,404-033-07,SO-382-08,Russian Gulch,7,Russian Gulch-7,Sonoma,Subcolony,,-123.15292300000,38.46127400030,,,Northern California
530,404-033,404-033-08,SO-382-08,Russian Gulch,8,Russian Gulch-8,Sonoma,Subcolony,,-123.15197900000,38.46167399980,,,Northern California
531,404-033,404-033-99,SO-382-08,Russian Gulch,99,Russian Gulch Centroid,Sonoma,"Colony, centroid of subcolonies",,-123.16822061800,38.47157905400,,,Northern California
532,404-034,404-034-01,,Peaked Hill,1,Peaked Hill-1,Sonoma,Subcolony,,-123.12151600000,38.43040699980,,,Northern California
533,404-034,404-034-02,,Peaked Hill,2,Peaked Hill-2,Sonoma,Subcolony,,-123.12142400000,38.42974100010,,,Northern California
534,404-034,404-034-03,,Peaked Hill,3,Peaked Hill-3,Sonoma,Subcolony,,-123.11928700000,38.42882100000,,,Northern California
535,404-034,404-034-99,,Peaked Hill,99,Peaked Hill Centroid,Sonoma,"Colony, centroid of subcolonies",,-123.12354552600,38.42900557570,,,Northern California
536,404-035,404-035-00,SO-382-13,Gull Rock,0,Gull Rock,Sonoma,"Colony, no subcolonies",,-123.12121200000,38.42472499960,,BLM,Northern California
537,404-036,404-036-01,SO-382-14,Shell Beach to Wrights Beach Rocks,1,Shell Beach to Wrights Beach Rocks-1,Sonoma,Subcolony,,-123.11832400000,38.42430499970,,BLM,Northern California
538,404-036,404-036-02,SO-382-14,Shell Beach to Wrights Beach Rocks,2,Shell Beach to Wrights Beach Rocks-2,Sonoma,Subcolony,,-123.11653500000,38.42230900010,,BLM,Northern California
539,404-036,404-036-03,SO-382-14,Shell Beach to Wrights Beach Rocks,3,Shell Beach to Wrights Beach Rocks-3,Sonoma,Subcolony,,-123.11508300000,38.42091799990,,BLM,Northern California
540,404-036,404-036-04,SO-382-14,Shell Beach to Wrights Beach Rocks,4,Shell Beach to Wrights Beach Rocks-4,Sonoma,Subcolony,,-123.11422800000,38.42063299970,,,Northern California
541,404-036,404-036-05,SO-382-14,Shell Beach to Wrights Beach Rocks,5,Shell Beach to Wrights Beach Rocks-5,Sonoma,Subcolony,,-123.11095700000,38.42002400010,,,Northern California
542,404-036,404-036-06,SO-382-14,Shell Beach to Wrights Beach Rocks,6,Shell Beach to Wrights Beach Rocks-6,Sonoma,Subcolony,,-123.11001600000,38.41831600000,,BLM,Northern California
543,404-036,404-036-07,SO-382-14,Shell Beach to Wrights Beach Rocks,7,Shell Beach to Wrights Beach Rocks-7,Sonoma,Subcolony,,-123.10949000000,38.41856500030,,,Northern California
544,404-036,404-036-08,SO-382-14,Shell Beach to Wrights Beach Rocks,8,Shell Beach to Wrights Beach Rocks-8,Sonoma,Subcolony,,-123.10957300000,38.41715300010,,BLM,Northern California
545,404-036,404-036-09,SO-382-14,Shell Beach to Wrights Beach Rocks,9,Shell Beach to Wrights Beach Rocks-9,Sonoma,Subcolony,,-123.10741300000,38.41610100010,,,Northern California
546,404-036,404-036-10,SO-382-14,Shell Beach to Wrights Beach Rocks,10,Shell Beach to Wrights Beach Rocks-10,Sonoma,Subcolony,,-123.10564100000,38.41518699970,,BLM,Northern California
547,404-036,404-036-11,SO-382-14,Shell Beach to Wrights Beach Rocks,11,Shell Beach to Wrights Beach Rocks-11,Sonoma,Subcolony,,-123.10492100000,38.41471600030,,BLM,Northern California
548,404-036,404-036-12,SO-382-14,Shell Beach to Wrights Beach Rocks,12,Shell Beach to Wrights Beach Rocks-12,Sonoma,Subcolony,,-123.10696200000,38.41602100010,,,Northern California
549,404-036,404-036-13,SO-382-14,Shell Beach to Wrights Beach Rocks,13,Shell Beach to Wrights Beach Rocks-13,Sonoma,Subcolony,,-123.10238200000,38.41222399990,,BLM,Northern California
550,404-036,404-036-14,SO-382-14,Shell Beach to Wrights Beach Rocks,14,Shell Beach to Wrights Beach Rocks-14,Sonoma,Subcolony,,-123.10100500000,38.40292099970,,BLM,Northern California
551,404-036,404-036-15,SO-382-14,Shell Beach to Wrights Beach Rocks,15,Shell Beach to Wrights Beach Rocks-15,Sonoma,Subcolony,,-123.10375800000,38.40235200020,,,Northern California
552,404-036,404-036-99,SO-382-14,Shell Beach to Wrights Beach Rocks,99,Shell Beach to Wrights Beach Rocks Centroid,Sonoma,"Colony, centroid of subcolonies",,-123.10703400000,38.41391499990,,,Northern California
553,404-037,404-037-01,,Duncans Point to Arched Rock,1,Duncans Point to Arched Rock-1,Sonoma,Subcolony,,-123.09733300000,38.39535399980,,BLM,Northern California
554,404-037,404-037-02,,Duncans Point to Arched Rock,2,Duncans Point to Arched Rock-2,Sonoma,Subcolony,,-123.09648300000,38.39344799980,,BLM,Northern California
555,404-037,404-037-03,,Duncans Point to Arched Rock,3,Duncans Point to Arched Rock-3,Sonoma,Subcolony,,-123.09015000000,38.39277399980,,BLM,Northern California
556,404-037,404-037-04,,Duncans Point to Arched Rock,4,Duncans Point to Arched Rock-4,Sonoma,Subcolony,,-123.08944600000,38.39233399990,,,Northern California
557,404-037,404-037-05,,Duncans Point to Arched Rock,5,Duncans Point to Arched Rock-5,Sonoma,Subcolony,,-123.08813600000,38.39077999970,,BLM,Northern California
558,404-037,404-037-06,,Duncans Point to Arched Rock,6,Duncans Point to Arched Rock-6,Sonoma,Subcolony,,-123.08624800000,38.39075999990,,,Northern California
559,404-037,404-037-07,,Duncans Point to Arched Rock,7,Duncans Point to Arched Rock-7,Sonoma,Subcolony,,-123.08581100000,38.39050199980,,,Northern California
560,404-037,404-037-08,,Duncans Point to Arched Rock,8,Duncans Point to Arched Rock-8,Sonoma,Subcolony,,-123.08567200000,38.38875299990,,BLM,Northern California
561,404-037,404-037-99,,Duncans Point to Arched Rock,99,Duncans Point to Arched Rock Centroid,Sonoma,"Colony, centroid of subcolonies",,-123.08610400000,38.38365600020,,,Northern California
562,404-038,404-038-01,,Bodega Head,1,Bodega Head-1,Sonoma,Subcolony,,-123.07802100000,38.32152899980,,BLM,Northern California
563,404-038,404-038-02,,Bodega Head,2,Bodega Head-2,Sonoma,Subcolony,,-123.07032800000,38.31371700020,,,Northern California
564,404-038,404-038-03,,Bodega Head,3,Bodega Head-3,Sonoma,Subcolony,,-123.06745500000,38.30816099970,,,Northern California
565,404-038,404-038-04,,Bodega Head,4,Bodega Head-4,Sonoma,Subcolony,,-123.06539000000,38.30239200000,,BLM,Northern California
566,404-038,404-038-05,,Bodega Head,5,Bodega Head-5,Sonoma,Subcolony,,-123.06235100000,38.30013600000,,,Northern California
567,404-038,404-038-06,,Bodega Head,6,Bodega Head-6,Sonoma,Subcolony,,-123.05992900000,38.29790399980,,,Northern California
568,404-038,404-038-99,,Bodega Head,99,Bodega Head Centroid,Sonoma,"Colony, centroid of subcolonies",,-123.06966300000,38.30889699970,,,Northern California
569,404-039,404-039-00,,Pinnacle Rock,0,Pinnacle Rock,Sonoma,"Colony, no subcolonies",,-123.02051100000,38.30675000010,,BLM,Northern California
570,404-040,404-040-01,MA-380-01,Sonoma-Marin County Line,1,Sonoma-Marin County Line-1,Marin,Subcolony,,-123.00100300000,38.29042599990,,BLM,Northern California
571,404-040,404-040-02,MA-380-01,Sonoma-Marin County Line,2,Sonoma-Marin County Line-2,Marin,Subcolony,,-123.00107300000,38.28994000010,,BLM,Northern California
572,404-040,404-040-03,MA-380-01,Sonoma-Marin County Line,3,Sonoma-Marin County Line-3,Marin,Subcolony,,-122.99772100000,38.28792900010,,BLM,Northern California
573,404-040,404-040-04,MA-380-01,Sonoma-Marin County Line,4,Sonoma-Marin County Line-4,Marin,Subcolony,,-122.99675000000,38.28614899980,,,Northern California
574,404-040,404-040-99,MA-380-01,Sonoma-Marin County Line,99,Sonoma-Marin County Line Centroid,Marin,"Colony, centroid of subcolonies",,-122.99943100000,38.28880800010,,,Northern California
575,404-041,404-041-01,,Elephant Rock,1,Elephant Rock-1,Marin,Subcolony,,-122.96534000000,38.18023599990,,,Northern California
576,404-041,404-041-02,,Elephant Rock,2,Elephant Rock-2,Marin,Subcolony,,-122.95327700000,38.17025099980,,,Northern California
577,404-041,404-041-99,,Elephant Rock,99,Elephant Rock Centroid,Marin,"Colony, centroid of subcolonies",,-122.95986900000,38.17832100030,,,Northern California
578,404-042,404-042-01,,Sea Lion Rocks to Arena Cove,1,Sea Lion Rocks to Arena Cove-1,Mendocino,Subcolony,,-123.72711600000,38.93198299990,,,Northern California
579,404-042,404-042-02,,Sea Lion Rocks to Arena Cove,2,Sea Lion Rocks to Arena Cove-2,Mendocino,Subcolony,,-123.72774400000,38.93067100030,,,Northern California
580,404-042,404-042-03,,Sea Lion Rocks to Arena Cove,3,Sea Lion Rocks to Arena Cove-3,Mendocino,Subcolony,,-123.72768700000,38.93008099970,,,Northern California
581,404-042,404-042-04,,Sea Lion Rocks to Arena Cove,4,Sea Lion Rocks to Arena Cove-4,Mendocino,Subcolony,,-123.72841000000,38.92973899990,,,Northern California
582,404-042,404-042-05,,Sea Lion Rocks to Arena Cove,5,Sea Lion Rocks to Arena Cove-5,Mendocino,Subcolony,,-123.72941800000,38.92994799970,,BLM,Northern California
583,404-042,404-042-06,,Sea Lion Rocks to Arena Cove,6,Sea Lion Rocks to Arena Cove-6,Mendocino,Subcolony,,-123.72842900000,38.92561200020,,BLM,Northern California
584,404-042,404-042-07,,Sea Lion Rocks to Arena Cove,7,Sea Lion Rocks to Arena Cove-7,Mendocino,Subcolony,,-123.72941800000,38.92448899970,,BLM,Northern California
585,404-042,404-042-08,,Sea Lion Rocks to Arena Cove,8,Sea Lion Rocks to Arena Cove-8,Mendocino,Subcolony,,-123.72892300000,38.92359499980,,,Northern California
586,404-042,404-042-99,,Sea Lion Rocks to Arena Cove,99,Sea Lion Rocks to Arena Cove Centroid,Mendocino,"Colony, centroid of subcolonies",,-123.73059700000,38.92570699980,,,Northern California
587,404-043,404-043-01,,Windermere Point to Jewell Gulch,1,Windermere Point to Jewell Gulch-1,Sonoma,Subcolony,,-123.26364700000,38.52105400020,,,Northern California
588,404-043,404-043-02,,Windermere Point to Jewell Gulch,2,Windermere Point to Jewell Gulch-2,Sonoma,Subcolony,,-123.22305600000,38.49903499970,,,Northern California
589,404-043,404-043-03,,Windermere Point to Jewell Gulch,3,Windermere Point to Jewell Gulch-3,Sonoma,Subcolony,,-123.19442800000,38.48910999980,,,Northern California
590,404-043,404-043-99,,Windermere Point to Jewell Gulch,99,Windermere Point to Jewell Gulch Centroid,Sonoma,"Colony, centroid of subcolonies",,-123.23686200000,38.50250499990,,,Northern California
591,404-044,404-044-01,,Goat Rock to Peaked Hill,1,Goat Rock to Peaked Hill-1,Sonoma,Subcolony,,-123.12828600000,38.44029399990,,,Northern California
592,404-044,404-044-02,,Goat Rock to Peaked Hill,2,Goat Rock to Peaked Hill-2,Sonoma,Subcolony,,-123.12425400000,38.43700499980,,,Northern California
593,404-044,404-044-99,,Goat Rock to Peaked Hill,99,Goat Rock to Peaked Hill Centroid,Sonoma,"Colony, centroid of subcolonies",,-123.12713133600,38.43700829920,,,Northern California
594,404-045,404-045-01,,Bodega Harbor,1,Bodega Harbor-1,Sonoma,Subcolony,,-123.05664400000,38.30521600020,,,Northern California
595,404-045,404-045-02,,Bodega Harbor,2,Bodega Harbor-2,Sonoma,Subcolony,,-123.05214600000,38.31308199990,,,Northern California
596,404-045,404-045-03,,Bodega Harbor,3,Bodega Harbor-3,Sonoma,Subcolony,,-123.05192500000,38.32285200020,,,Northern California
597,404-045,404-045-04,,Bodega Harbor,4,Bodega Harbor-4,Sonoma,Subcolony,,-123.05183400000,38.33132700000,,,Northern California
598,404-045,404-045-05,,Bodega Harbor,5,Bodega Harbor-5,Sonoma,Subcolony,,-123.05257800000,38.33252400030,,,Northern California
599,404-045,404-045-06,,Bodega Harbor,6,Bodega Harbor-6,Sonoma,Subcolony,,-123.04913000000,38.33152599980,,,Northern California
600,404-045,404-045-99,,Bodega Harbor,99,Bodega Harbor Centroid,Sonoma,"Colony, centroid of subcolonies",,-123.04854300000,38.32383399990,,,Northern California
601,404-046,404-046-00,,Rat Rock,0,Rat Rock,Marin,"Colony, no subcolonies",,-122.46202700000,38.00430499970,,,North Central California
602,404-047,404-047-00,,Southwest San Pablo Bay Duck Blinds,0,Southwest San Pablo Bay Duck Blinds,Marin,"Colony, no subcolonies",,-122.47874200000,38.05461599980,,,North Central California
603,404-048,404-048-01,,Marin County-West San Pablo Bay Ship Channel,1,Marin County-West San Pablo Bay Ship Channel-1,Marin,Subcolony,,-122.43269300000,38.04449200010,,,North Central California
604,404-048,404-048-02,,Marin County-West San Pablo Bay Ship Channel,2,Marin County-West San Pablo Bay Ship Channel-2,Marin,Subcolony,,-122.42866800000,38.04507500020,,,North Central California
605,404-048,404-048-03,,Marin County-West San Pablo Bay Ship Channel,3,Marin County-West San Pablo Bay Ship Channel-3,Marin,Subcolony,,-122.42953400000,38.05824599980,,,North Central California
606,404-048,404-048-04,,Marin County-West San Pablo Bay Ship Channel,4,Marin County-West San Pablo Bay Ship Channel-4,Marin,Subcolony,,-122.42703200000,38.07159799980,,,North Central California
607,404-048,404-048-05,,Marin County-West San Pablo Bay Ship Channel,5,Marin County-West San Pablo Bay Ship Channel-5,Marin,Subcolony,,-122.43431400000,38.08046899960,,,North Central California
608,404-048,404-048-06,,Marin County-West San Pablo Bay Ship Channel,6,Marin County-West San Pablo Bay Ship Channel-6,Marin,Subcolony,,-122.44125400000,38.08904000020,,,North Central California
609,404-048,404-048-99,,Marin County-West San Pablo Bay Ship Channel,99,Marin County-West San Pablo Bay Ship Channel Centroid,Marin,"Colony, centroid of subcolonies",,-122.42821896000,38.06453728960,,,North Central California
610,404-049,404-049-00,,Sonoma County-West San Pablo Bay Ship Channel,0,Sonoma County-West San Pablo Bay Ship Channel,Sonoma,"Colony, no subcolonies",,-122.46548600000,38.10987299970,,,North Central California
611,404-050,404-050-00,,Little Island,0,Little Island,Napa,"Colony, no subcolonies",,-122.34255700000,38.18077200030,,CDFW,North Central California
612,404-051,404-051-01,SFB-NA-02,Russ Island,1,Russ Island-1,Napa,Subcolony,,-122.32960600000,38.18871799960,,CDFW,North Central California
613,404-051,404-051-02,SFB-NA-02,Russ Island,2,Russ Island-2,Napa,Subcolony,,-122.32382800000,38.17546200030,,CDFW,North Central California
614,404-051,404-051-03,SFB-NA-02,Russ Island,3,Russ Island-3,Napa,Subcolony,,-122.30418000000,38.15527000010,,CDFW,North Central California
615,404-051,404-051-99,SFB-NA-02,Russ Island,99,Russ Island Centroid,Napa,"Colony, centroid of subcolonies",,-122.31931700000,38.16945300000,,CDFW,North Central California
616,404-052,404-052-00,,Island Number 2,0,Island Number 2,Napa,"Colony, no subcolonies",,-122.32141000000,38.16568200030,,CDFW,North Central California
617,404-053,404-053-00,SFB-SN-01,Knight Island,0,Knight Island,Solano,"Colony, no subcolonies",,-122.29517100000,38.13226100000,,CDFW,North Central California
618,404-054,404-054-00,,White Slough,0,White Slough,Solano,"Colony, no subcolonies",,-122.26260900000,38.12750900010,,,North Central California
619,404-055,404-055-00,SFB-SN-03,North San Pablo Bay Radar Target,0,North San Pablo Bay Radar Target,Solano,"Colony, no subcolonies",,-122.32863100000,38.10093000030,,,North Central California
620,404-056,404-056-01,SFB-SN-04,Northeast San Pablo Bay Beacon,1,Northeast San Pablo Bay Beacon-1,Solano,Subcolony,,-122.28931800000,38.07115900010,,,North Central California
621,404-056,404-056-02,SFB-SN-04,Northeast San Pablo Bay Beacon,2,Northeast San Pablo Bay Beacon-2,Solano,Subcolony,,-122.28809500000,38.07274799980,,,North Central California
622,404-056,404-056-99,SFB-SN-04,Northeast San Pablo Bay Beacon,99,Northeast San Pablo Bay Beacon Centroid,Solano,"Colony, centroid of subcolonies",,-122.28867000000,38.07199200000,,,North Central California
623,404-057,404-057-01,,Mare Island Strait,1,Mare Island Strait-1,Solano,Subcolony,,-122.24758000000,38.07088699980,,,North Central California
